意大利,新增,宗確診,死亡,人數,,,,,,,,,,,
報內,地國,資民資,互相,參股,再融,資新規,掀起,混改,新浪潮,,,,,,
特朗普,建議,東京,奧運會,延遲,一年,舉辦,,,,,,,,,
期指,未平,倉合約,總數升,淨數升,,,,,,,,,,,
李顯龍,疫情,可能,會持續,一年,更長,時間,新加坡,收緊,旅遊,限制,,,,,
央行,意外,維持,利率,不變,推長,融資,操作,提供,流動性,及額,外購,買千二億,歐元,資產,
總理,特魯多,妻子,出現,病徵,等候,檢測,結果,兩人,自我,隔離,,,,,
港股,預計恆,指今,低開,,,,,,,,,,,,
全年,純利,美元,派息,,,,,,,,,,,,
康緣,藥業,獲藥物,臨床,試驗,通知,,,,,,,,,,
紐約市,進入,緊急,狀態,加州,迪士尼,樂園,關閉,月底,,,,,,,
指數升,,,,,,,,,,,,,,,
指挫,點或,股災,以來,最大,單日,跌幅,,,,,,,,,
英德,股市,,,,,,,,,,,,,,
習近,平同,聯合國,秘書長,通電話,中國能,戰勝,疫情,實現,經濟,目標,,,,,
累計,回購,涉資,人民,,,,,,,,,,,,
九尊,數字,互娛,下調,招股,最終,定價,,,,,,,,,
缺非,經常,收益,全年,少賺,,,,,,,,,,,
文化,暗盤,平收,,,,,,,,,,,,,
歐元區,工業,生產,勝預期,,,,,,,,,,,,
本港,今天,未有,新增,個案,一宗,初步,呈陽性,,,,,,,,
華興,資本,去年,轉盈,美元,,,,,,,,,,,
首財季,盈轉,虧蝕,萬元,,,,,,,,,,,,
意大利,末季,失業率,意外,降至,,,,,,,,,,,
無意,發特別息,看好,中港,兩地長,發展,,,,,,,,,,
去年底,探明,油氣,儲量減,萬桶,當量,,,,,,,,,,
恆指,出口,及手,機股,,,,,,,,,,,,
歐洲,主要,股市,早段,全面,意股,最傷,,,,,,,,,
月底,購物,中心,商戶,減免,租金,億人幣,,,,,,,,,
稀美,元低,上市,每手,賬面蝕,,,,,,,,,,,
暗盤,高開,,,,,,,,,,,,,,
安邦,保險,美元,出售,酒店,資產,組合,疫情,告吹,,,,,,,
調查,指近,四成,初創,企業,肺炎,疫情,裁員,,,,,,,,
恆指,成交,暢旺,,,,,,,,,,,,,
中原,估價,指數,按周,反彈,,,,,,,,,,,
雀巢,摩通,出售,銀鷺,大部分,股權,,,,,,,,,,
花旗,去年,業績,略低,預期,派息,驚喜,,,,,,,,,
世貿部長,會議,取消,,,,,,,,,,,,,
內地,汽車,產量,按年降,銷量,,,,,,,,,,,
美股,期貨,全面,續挫,指期,貨挫,,,,,,,,,,
高盛,資產,管理,疫情,控制措施,擴大,股市,進入,估值,時期,,,,,,
高盛,下調,目標,價至,評級,中性,,,,,,,,,,
新加坡,末季,調後失業率,終值,確認,高企,,,,,,,,,,
瑞銀,本港,其他,業務,穩固,關注,今年,前景,指引,,,,,,,
印度,明日,暫停,所有,外國人,旅遊,簽證,,,,,,,,,
里昂,目標,價至,評級,買入,,,,,,,,,,,
里昂,目標,價至,評級,買入,,,,,,,,,,,
研究,下調,目標,價至,重申,買入,評級,,,,,,,,,
亞太區,股市,全面,隨美股,期貨,下挫,印度,及菲,澳泰,急跌,,,,,,
澳門,新批,住宅,按揭,貸款,,,,,,,,,,,
恆指,出口,及內,需股,重挫,,,,,,,,,,,
稀美資源,半日,上市,,,,,,,,,,,,,
借款人,貸款,協議,違約,正評,估對,集團,影響,,,,,,,,
半日,深股,通錄,億元,人幣,流出,南向,流入,億人幣,,,,,,,
安排,名員工,在家,工作,,,,,,,,,,,,
半日,滬股,通錄,億人幣,流出,南向,流入,,,,,,,,,
宣派,第二次,中期,股息,全年,派息,,,,,,,,,,
認股證,大市,半日,成交,,,,,,,,,,,,
恆指,平安,中國創,新高,,,,,,,,,,,,
偉源,半日,上市,,,,,,,,,,,,,
常達,半日,上市,,,,,,,,,,,,,
美國國家,安全,顧問,關注,加州,退休,基金,軍工,企業,投資,,,,,,
港匯,偏軟,現貨美,電新報,,,,,,,,,,,,
官房,世衛,雖列,疫情,流行,但料,東京,奧運將,如期,舉行,,,,,,
隔夜,基點,,,,,,,,,,,,,,
耀才,團隊,恒指,將下試,點關口,,,,,,,,,,,
植耀輝,特朗普,走數,美股,油股,未屆,吸納時,,,,,,,,,
巴西,經濟,部下,今年,增長,預測,通脹,年率,降至,,,,,,,
央行,總裁據,報促,歐盟,各國,政府,刺激,措施,警告,潛在,經濟,衝擊,金融,海嘯,,
上證,深成,半日,油服,航空,股走弱,,,,,,,,,,
波音,擬解決,客機,電線束,安全,隱患,回應,航空,當局,要求,,,,,,
調查,顯示,企業料,今年,資本,投資,減少,,,,,,,,,
蘋果,關閉,所有,意大利,分店,,,,,,,,,,,
首季,中小,企業,全產業,景氣,判斷,指數,意外,連續,三季,惡化,,,,,
美國國土,安全局,澄清,旅遊,禁令,適用,神根,地區,國家,,,,,,,
首季,大型,遠差,當局,預測,,,,,,,,,,,
大摩下,目標,價至,評級,增持,,,,,,,,,,,
大摩,相信,股價,日內,將升,評級,增持,目標價,,,,,,,,
大摩升,閱文,目標,價至,評級,大市,同步,,,,,,,,,
百事,可樂擬,美元,收購,能量,飲料,公司,,,,,,,,,
能源部,沙特,增產及,減油價,並非,最佳,做法,,,,,,,,,
大摩降,評級,減持,四成,燃油,每桶,美元,作對,,,,,,,,
大和升,目標,價至,評級,買入,,,,,,,,,,,
大摩降,評級,減持,目標,價下,調至,,,,,,,,,,
瑞信升,目標,價至,評級,中性,,,,,,,,,,,
郭家耀,指進,技術性,熊市,港股,下試,,,,,,,,,,
瑞信降,評級,大市,目標,價下,調至,,,,,,,,,,
大和升,目標,價至,評級,買入,,,,,,,,,,,
美多,企業,提取,備用,信貸,預防現,金流,緊張,包括,希爾頓,永利,度假村,,,,
下調,目標,價至,評級,買入,,,,,,,,,,,
廣東,昨錄,新增,確診,輸入,病例,深圳,患者,往本,場及,口岸,,,,,
康泰,取消,本月,英美,西北,旅行,,,,,,,,,,
預算,赤字,擴至,美元,創紀錄,,,,,,,,,,,
本港,月份,中小,企動,指數錄,破底,,,,,,,,,,
廠房,第三,階段,建造,合約,港元,,,,,,,,,,
高盛,相信,標指,牛市,目標,,,,,,,,,,,
諾誠健華,首日,招股,億元,認購,超購,,,,,,,,,,
洲際,酒店,餐廳,結業,,,,,,,,,,,,
波音,據報,全數,提取,備用,信貸,更多,客戶,取消,客機,訂單,,,,,
花旗,業績,略遜,預期,短期,新業務,價值,增長,挑戰,,,,,,,
花旗,業績,略遜,預期,短期,新業務,價值,增長,挑戰,,,,,,,
疫情,荷里活,湯漢斯夫,婦確,診華納,美劇,停工,,,,,,,,,
疫情,荷里活,湯漢斯夫,婦確,診華納,美劇,停工,,,,,,,,,
有球員,確診,限期,停止,賽季,,,,,,,,,,,
澳門,周二,入境,旅客,人次,出境,,,,,,,,,,
太陽,娛樂,去年,淨虧損,不少,萬元,,,,,,,,,,
特朗普,講話,令人,失望,指期,貨現,大跌,,,,,,,,,
常達,開報,上市,價近,,,,,,,,,,,,
深藍,科技,開報,上市,,,,,,,,,,,,
股東,東方,股份,解押,部份,抵押,,,,,,,,,,
文化,下限,元定價,手中,,,,,,,,,,,,
摩通,去年,業績,欠佳,股價,短期,走弱,,,,,,,,,
全年,萬坡,元升,三倍,不派,末期,,,,,,,,,,
周五,午夜,起禁,歐洲,旅客,入境,惟英國,豁免,,,,,,,,
恆指,低開,績差,半成,,,,,,,,,,,,
昨新確,診新冠,病毒,死亡,,,,,,,,,,,,
京漢,股份,子公司,金環,材料,開始,,,,,,,,,,
購買,未償,還到,期票,,,,,,,,,,,,
去年,淨利潤,一倍,,,,,,,,,,,,,
水源,擬向,中國城,鄉定,募資,億人幣,今早,,,,,,,,,
巴西,通脹,年率,由七個,高位,連降,第二,預期,,,,,,,,
美財長,必要,干預,金融,市場,,,,,,,,,,,
國期,未平,倉合約,總數,淨數,,,,,,,,,,,
英國經,社院,截至,月止,三個,預估,環比四個,來首,增長,勝預期,,,,,,
私人,非農就業,實際,平均,周薪,環比,升幅,意外,擴至,,,,,,,
意大利,新增,宗確診,下令,全部,餐廳,關閉,,,,,,,,,
通信,主營,5G,直接,關聯,,,,,,,,,,,
江化微,去年,淨利潤,下降,元人幣,,,,,,,,,,,
普洛藥業,去年,淨利潤,十股,元人幣,,,,,,,,,,,
期金跌,一周,,,,,,,,,,,,,,
內地,銀行,疫情,防控,信貸,支持,億人幣,報將,加大,小微,投入,,,,,
十年,期美債,孳息,率升,點子,,,,,,,,,,,
指數升,,,,,,,,,,,,,,,
指跌,點或,陷技術,熊市,標普,指數,納指,,,,,,,,,
世衛,宣布,新型,冠狀,病毒,疫情,發展,全球,流行,,,,,,,
肖捷,強調,幫助,地方,企業,困解,保障,民工,返崗,就業,,,,,,
股市,德法,,,,,,,,,,,,,,
海底,內地,部分,門店,明起,營業,,,,,,,,,,
集團,控股,股東批,億股,至少,套現,,,,,,,,,,
簽訂,共約,億元融,資信貸,,,,,,,,,,,,
深藍,科技,暗盤,收報,上市,,,,,,,,,,,
齊合,環保,去年,盈轉,虧蝕,億元,,,,,,,,,,
無起,預期,,,,,,,,,,,,,,
去年,扭虧,為盈,少賺,萬元,,,,,,,,,,,
服務業,產出,,,,,,,,,,,,,,
去年,盈轉,億人幣,,,,,,,,,,,,,
康華,醫療,料去,年度,純利,,,,,,,,,,,
日均,客量,萬跌,萬人,需求,決定,運力,,,,,,,,,
旗下,灣仔,間餐,廳將,明日,起暫,停營業,,,,,,,,,
完成,發行,億人幣,超短,年利率,,,,,,,,,,,
去年,溢利,按年,下降,超過,,,,,,,,,,,
英倫銀行,突然,減息,半厘,歐洲,主要,股市,早段彈,,,,,,,,
日經,收跌,點或,一年,圓匯,,,,,,,,,,,
東京,迪士尼,樂園,延長,關閉,直至,月初,,,,,,,,,
消息,名團友,領隊,全部,確診,初步,,,,,,,,,,
德銀指,疫情,下美國,萬份,職位,最受,威脅,衰退,可能性,非常,,,,,,
環聯,去年,第四季,按揭,貸款,宗數,繳款,項錄,增幅,其他,主要,消費者,信貸,產品則,下跌,
港股,半日,沽空,億元,可沽空,股份,成交,,,,,,,,,
半日,深股,通錄,億元,人幣,流出,南向,流入,億人幣,,,,,,,
卡賓,行政,總裁,辭任,,,,,,,,,,,,
財政部,若油,價繼續,低迷,下月,開始,出售,外匯,儲備,,,,,,,
上證,半日,險守,深成,創板,微跌,海南,概念股,漲停,,,,,,,
奧組委成員,若奧運,未能,如期,舉行,現實,方法,延期,一至,兩年,,,,,,
擬美國,中部,設廠,生產,,,,,,,,,,,,
美股,期貨,跌幅,全面,擴至,指期,貨曾,,,,,,,,,
瑞信,下調,目標,價至,評級,中性,,,,,,,,,,
西鐵錦,上路,擬建,公屋,九千,分階段,落成,,,,,,,,,
德法,新冠確,診個,案續,官方,警告,疫情,流行,僅剛,開始,,,,,,
南韓,月季,調後失業率,環比,意外,急降,,,,,,,,,,
今早,停牌,涉內幕,消息,,,,,,,,,,,,
亨泰,延長,供股,未動用,所得,款項,使用,期限,,,,,,,,
保守,黨議員,阻華為,5G,項目,修訂案,否決,,,,,,,,,
今早,停牌,原因,公布,,,,,,,,,,,,
稱正,其他,產油國,商討,防止,油價,下滑,沙特,下調,下月,出口,,,,,
上周,連鎖店,銷售,升續,加快,,,,,,,,,,,
交建,股份,聯合,中標,億人幣,美麗鄉,村建設,項目,,,,,,,,
陝西金葉,控股,股東,被動,減持,股份,,,,,,,,,,
十年,期美債,孳息,率升,點子,金融,海嘯,以來,最大,單日,升幅,,,,,
商品,指數升,,,,,,,,,,,,,,
指數,,,,,,,,,,,,,,,
股市,德法,各跌,,,,,,,,,,,,,
據報,本田,汽車,武漢,工廠,,,,,,,,,,,
海航,集團,將圍,生產,增加,金流,全力,化解,流動性,風險,,,,,,
收入,大減,料年績,見紅,,,,,,,,,,,,
美醫療,經營,醫院,徵用,正常,運營,延遲,,,,,,,,,
去年,轉蝕,三千,人民,,,,,,,,,,,,
中油,控股,疫情,表現,產生,不利,影響,,,,,,,,,
權威,金融,去年,虧損,大幅,減少,,,,,,,,,,
匯景,控股,去年,溢利,大幅,,,,,,,,,,,
配售,萬元,可換,股債券,,,,,,,,,,,,
歐洲,主要,股市,早段彈,意股,彈力,最弱,,,,,,,,,
面對,美眾,議院,壓力,富國,銀行,主席,突然,請辭,,,,,,,
勞工,成本,年升,加快,七年,,,,,,,,,,,
德國末,季勞工,成本,環比,一年,來首,增長,,,,,,,,,
上證,成全,反覆,券商,5G,概念,芯片,股造,,,,,,,,
日經,過山車,全日,點或,高低,波幅,逾千點,,,,,,,,,
印尼,港星,泰澳,股彈,,,,,,,,,,,,
新債,料債,市情,況將,轉壞並,感到,憂慮,,,,,,,,,
上海,政府,文件,計劃,擴大,汽車,零件,產能,,,,,,,,
美股期,貨彈,擴至,指期,貨急彈,,,,,,,,,,,
喜力,擴建,巴西,啤酒,廠房,加強,百威,英博,競爭,,,,,,,
上證,半日,反覆,回升,近高收,深成,板升,券商,5G,概念,芯片,股造,,,,
澳洲,總理,警告,疫情,經濟,衝擊,金融,危機,時要,,,,,,,
航空,監管,部門據,要求,波音,修正,客機,電線束,短路,隱患,,,,,,
疫情,影響,蘋果,上月,銷售,,,,,,,,,,,
國家,財政部,推動,國資,管理,以管,資本,主轉變,職責,邊界,,,,,,
內地,食品,價格,豬肉,,,,,,,,,,,,
廣東,昨錄,新增,確診,病例,患者,周日,場及,深圳,口岸,,,,,,
花旗,調利福,目標,價至,籲藉,疲弱,買入,,,,,,,,,
巴黎,迪士尼,樂園,維修,工人,確診,惟會,如常,開放,,,,,,,
維權,基金,達成,協議,行政,總裁,留任,,,,,,,,,
俄羅斯稱,承受,油價,警告,不要,油市,俄羅斯輪盤,,,,,,,,,
去年,虧損,擴至,萬元,以上,,,,,,,,,,,
世衛,指新冠,疫情,流行,威脅,變得,非常,現實,,,,,,,,
報道,蘋果,本月底,發布,平價版,售價,港元,,,,,,,,,
期指,未平,倉合約,總數升,淨數升,,,,,,,,,,,
澳門,周日,入境,旅客,人次,出境,,,,,,,,,,
報道,金正恩,指導,前線,炮兵,部隊,火力,打擊,訓練,,,,,,,
減持,北京,銀行,股份,,,,,,,,,,,,
船舶,控股,子公司,擬購,廣西,船海,股權,,,,,,,,,
正虹,科技,首兩月,銷售,收入,按年,,,,,,,,,,
東方,電纜,中標,億人幣,海上,項目,,,,,,,,,,
十年,期美債,孳息,率跌,點子,,,,,,,,,,,
中牧,股份,擬減持,金達威,,,,,,,,,,,,
本港,新增,新型,冠狀,病毒,病確,診個案,累計,,,,,,,,
聯美,控股,早起,停牌,因論證,重大,事項,,,,,,,,,
海容,冷鏈,去年,淨利潤,元人幣,,,,,,,,,,,
華夏,航空,擬開展,原油,套期,保值,業務,,,,,,,,,
齊魯,高速,底價,人民,幣收購,公路,施工,業務,,,,,,,,
弘陽,地產,合約,銷售,人民,,,,,,,,,,,
費用,減少,預計,中期,虧損,收窄,,,,,,,,,,
天瑞,水泥,產品,漲價,年度,盈利,大增,,,,,,,,,
一度,急跌,二千,標指瀉,暫停,交易,分鐘,,,,,,,,,
投證券,股東轉,股份,獲中,證監,批准,,,,,,,,,,
去年,錄經營,虧損,互聯網,媒體,投資,或有,正面,影響,,,,,,,
港股,全日,沽空,億元,可沽空,股份,成交,,,,,,,,,
去年,虧損,增加,不少,,,,,,,,,,,,
延長,石油,國際,去年,盈轉,虧蝕,,,,,,,,,,
歐洲,主要,股市,隨美,股期,貨暴瀉,及富,時瀉,,,,,,,,
騰達,建設,中標,杭州市,隧道,延伸,工程,項目,億人幣,,,,,,,
首開,股份,首兩月,簽約,金額,,,,,,,,,,,
月季,出口,額環,意外,微降,順差,收窄,億歐元,,,,,,,,
華僑,本港,失業,率勢,加劇,一步,壓抑,消費,,,,,,,,
安聯料,新冠,疫情,首季,貿易,損失,美元,相等,去年,全年,中美,貿戰,影響,,,
華僑,銀行,下調,今年,本港,經濟,增長,預測,收縮,,,,,,,
美股,期貨,全面,暴瀉,半成,指期,貨瀉,,,,,,,,,
調查,日企,破產案,同比,續升,惟涉,債額,轉降,,,,,,,,
服務業,現況,指數,挫至,九年,低遠差,預期,景氣續,降至,遠低,,,,,,
劍橋,分析,澳洲,起訴,,,,,,,,,,,,
港股,半日,沽空,億元,可沽空,股份,成交,,,,,,,,,
半日,滬股,通錄,億人幣,流出,南向,流入,,,,,,,,,
傳德國漢莎擬,尋求,政府,減員工,工時,提供,補助,,,,,,,,,
隔夜,基點,,,,,,,,,,,,,,
政府,承諾,因應,疫情,支援,企業,敦促,停辦,公眾,活動,,,,,,
含信,銀行,貸款,意外,擴至,,,,,,,,,,,
調整,經常賬,盈餘,同比,擴至,億日圓,預期,,,,,,,,,
報內,上市公司,年報,審計,堰塞湖,消除,,,,,,,,,,
疫情,貸款,中介,及鞋,履業務,收益,大降,,,,,,,,,
據報,擬設,基金,補償,司機,,,,,,,,,,,
青瓦台,軍演,無助,實現,半島,和平,穩定,,,,,,,,,
附屬,出售,比特,幣及,以太,涉資,萬元,,,,,,,,,
新增,例新冠,確診,病例,累計,,,,,,,,,,,
民信,國際,更改,所得,款項,用途,,,,,,,,,,
竹君,新型,肺炎,疫情,不似,停止,,,,,,,,,,
金融,發展,附屬,獲換,發融,資擔,保業務,經營,許可證,,,,,,,
亞太區,股市,隨美股,期貨,全面,港日,澳股,最傷,,,,,,,,
東方,大學城,控股,萬人幣,收購,物業,,,,,,,,,,
人行,今無逆,回購,操作,單日,投放,零回籠,,,,,,,,,
袁國勇,疫情,完結,市民,抗疫,,,,,,,,,,,
上證,深成,今早,低開,石油,重挫,,,,,,,,,,
人民,幣匯率,指數報,周升,,,,,,,,,,,,
得利,警告,疫情,爆發,打擊,酒類,飲品,消費,,,,,,,,
華僑城,亞洲,附屬斥,億人幣,組合營,擬購,文化,旅遊業務,,,,,,,,
去年,轉虧錄,最多,億人幣,虧損,,,,,,,,,,,
亞太區,股市,早段,隨美,股期,貨續,日經及,澳股,暴瀉,一年,,,,,,
港匯,上升,現報,,,,,,,,,,,,,
上海,電影,設合營,投資,整合,三角,周邊,區域,影院,,,,,,,
去年,業績,盈轉,最多,億元,,,,,,,,,,,
未達,減產共識,油價,暴跌,指期,貨急,挫逾千點,,,,,,,,,
廣東,依法,豁免,經營者,登記,支持,,,,,,,,,,
日內,新增,新冠,肺炎,確診,,,,,,,,,,,
中證監,完善,創業,投資,基金,退出,渠道,以緩,解新冠,疫情,經濟,影響,,,,
福建,泉州,酒店,坍塌,已致,死亡,被困,全力,開展,救援,工作,,,,,
配股,第三方,淨籌,萬元,,,,,,,,,,,,
取消,暫停,所有,旅行,團及,自由,套票,,,,,,,,,
預報,全年,虧損,不少,萬元,,,,,,,,,,,
銷量,下跌,年績,最多,轉蝕,五千,,,,,,,,,,
大灣區,聚變,力量,預警,年績,最少,轉蝕,,,,,,,,,
全年,純利,億跌,中期,連特別息,,,,,,,,,,,
合同,銷售,人民,減少,,,,,,,,,,,,
全年,虧損,萬元,盈轉,,,,,,,,,,,,
全年,虧損,擴至,人民,,,,,,,,,,,,
正榮,地產,合約,銷售,人民,,,,,,,,,,,
信基沙溪,全年,純利,可能,最多,,,,,,,,,,,
市場料,5G,需延後一個,,,,,,,,,,,,,
美國眾,議院,波音,處理,問題,欠缺,透明度,,,,,,,,,
全球,新型,肺炎,確診,個案,突破,萬宗,,,,,,,,,
內地,美元,計首,兩個,出口,市場,預測,,,,,,,,,
美元,計貿易,逆差,市場,預期,錄順差,,,,,,,,,,
內地,人民,幣計首,兩個,出口,市場,預期,,,,,,,,,
油組國,未能,減產達成,一致,協議,,,,,,,,,,,
紐約期,油急,一成,三年,新低,,,,,,,,,,,
消費,借貸,增幅,放慢,,,,,,,,,,,,
貿易,逆差,跌近,市場,預期,,,,,,,,,,,
汽車,銷量,減少,,,,,,,,,,,,,
信基沙溪,去年,純利,最多,,,,,,,,,,,,
去年,溢利,按年,,,,,,,,,,,,,
梁志堅,推盤定,價因,市況,而定,現無意,大幅,加價,,,,,,,,
億日,圓收購,崎市,物業,,,,,,,,,,,,
項目,公司,提供,擔保,,,,,,,,,,,,
立法,財委會,批出,億元,撥款,支援,非政府,機構,建過,房屋,,,,,,
失去,附屬,廣東大合,控制,,,,,,,,,,,,
房價,環比續,略勝,預期,,,,,,,,,,,,
盛力,科技,料去,年度,淨利潤,減少,萬元,人民,,,,,,,,
恆指,航空,出口,股弱,創科挫,,,,,,,,,,,
歐洲,主要,股市,早段續,意股,最傷,,,,,,,,,,
台灣,同比,意外,多月,首降,批發物,價年,擴至,,,,,,,,
恆指,創科,中廣核,新能源,新高,成交,暢旺,,,,,,,,,
中原,城市,領先,指數,創近,四年,最大,單周,跌幅,,,,,,,
市場,疫情,憂慮,持續,十年,期美債,孳息,跌至,厘邊,,,,,,,
中原,預料,本港,按息,介乎,厘至,低水平,,,,,,,,,
華盛頓,名員工,確診,感染,新型,冠狀,病毒,,,,,,,,,
官員,要求,中韓,入境,外國人,預約,酒店,隔離,不具,強制力,,,,,,
日經,收挫,點失,兩萬,一關,連跌,四周,兼創,半年,,,,,,,
南韓,入境,措施,採取,反制,,,,,,,,,,,
紐約,聯儲,密切,關注,疫情,發展,各國,央行,協調,行動,,,,,,
滬深,股市,不足,港股,跌幅,擴至,點曾,,,,,,,,,
領先,指標,初值,意外,回落,十年,,,,,,,,,,
據報,蘋果,量產,疫情,推遲,本月底,,,,,,,,,,
認股證,大市,半日,成交,,,,,,,,,,,,
韓澳,印尼,印度,經挫,,,,,,,,,,,,
上證,深成,半日,券商,回吐,內房,水泥,股走,,,,,,,,
隔夜,基點,,,,,,,,,,,,,,
新加坡,部長,新型,冠狀,病毒,疫情,正在,成為,全球,流行病,,,,,,
澳洲,服務業,指數續,降至,近期,新低,,,,,,,,,,
麻生太郎,考慮,採取,進一,步行,動應,疫情,,,,,,,,,
